% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=866941, Tue May 20 18:53:36 2025, <python>{}</python>
1 7 0.5819786649921409 0 0 0.6424085647019431 0.5785635608510019 0.6167008602245095
2 14 0.6010021901532706 0 0 0.6721489124235015 0.5283864269305597 0.663869414457553
3 21 0.6217801939833066 0 0 0.7137493354855655 0.5306659658318762 0.6065722988204795
4 28 0.6872481665469282 0 0 0.7189770663599218 0.632145762435141 0.7647806589150451
5 35 0.769809406532426 0 0 0.7390381808958616 0.7710739777479131 0.9666075588913204
6 42 0.7600490770790677 0 0 0.7317752077092445 0.7542365628279945 0.862226021090285
7 49 0.6356956392976818 0 0 0.5206534333410947 0.6259608070983079 0.6818177455732974
8 56 0.6537168239590894 0 0 0.5180440692508339 0.6628382059100569 0.6793656053275001
9 63 0.5983335919225695 0 0 0.4644829446486641 0.5631597844199542 0.6029976586448146
10 70 0.48657410081522334 0 0 0.37798618978169624 0.4328342406695327 0.4343217058546884
11 77 0.4294416944017641 0 0 0.3243482301493329 0.3654707129109732 0.35294626679278124
12 84 0.328432816358058 0 0 0.24807811073107655 0.2512569426220184 0.2090673979892273
13 91 0.2771466942121863 0 0 0.1923964594523426 0.20768605962335096 0.1762557689106304
14 98 0.24692253471212766 0 0 0.14631957341498705 0.20184500241101272 0.14730566959181338
15 105 0.1988962959570685 0 0 0.10026853804456702 0.15710987901069318 0.11493604158805938
16 112 0.16462714191151062 0 0 0.07404089991671123 0.12697480294137262 0.0909615803024929
17 119 0.12794777466005666 0 0 0.05132509292052438 0.09348715034285816 0.06454509478244298
18 126 0.09688730604223987 0 0 0.03561897989456682 0.05990514196009722 0.042032479852905924
19 133 0.08498010210147915 0 0 0.02964342668541001 0.04483075554102433 0.035485193639038674
20 140 0.07926350793268723 0 0 0.027124725351106743 0.040977508533053805 0.031931878084088955
21 147 0.09294715577289475 0 0 0.029359036411675664 0.05987141584170638 0.040065434268356875
22 154 0.11733535202536724 0 0 0.037631410454732284 0.08909706870483315 0.0567311076243768
23 161 0.09620204561855003 0 0 0.02917072336723816 0.06918947094050845 0.04281776485514913
24 168 0.0976369815164921 0 0 0.03365834683246629 0.057320008605992116 0.037394245027202636
25 175 0.11667629738805219 0 0 0.04311217079998356 0.07028967750404372 0.04522436171151419
26 182 0.12472938250517693 0 0 0.04720704636068407 0.07499609288077419 0.04730570125653181
27 189 0.13400046026034262 0 0 0.050391160223187084 0.0869654835579896 0.049938117027212535
28 196 0.12827055156040504 0 0 0.04534536675001026 0.07985395522320711 0.045312309568477004
29 203 0.14338658930116602 0 0 0.04843424616781152 0.09560143762102725 0.046476788396321966
30 210 0.16412384585255996 0 0 0.05227261366121142 0.12269396537259215 0.04906444733214351
